data,ETPo (mm dia-1),Prec (mm dia-1),Temp (oC)
2008-05-19,1.7829339637130257,0.2,19.634782608695673
2008-05-20,2.034232592498913,0.4,20.524999999999977
2008-05-21,2.804502118894651,0.0,27.081818181818164
2008-05-22,2.6313928040566448,0.0,23.73333333333335
2008-05-23,2.329347319448665,0.0,21.70416666666665
2008-05-24,2.776479688252294,0.0,22.98333333333335
2008-05-25,1.4248593026984657,0.0,20.5625
2008-05-26,0.9039739355450527,1.7999999999999998,18.787500000000023
2008-05-27,1.9231125266680136,1.7999999999999998,20.754166666666663
2008-05-28,2.1170208215216633,0.0,21.03333333333336
2008-05-29,1.5794407629858962,2.4,21.745833333333337
2008-05-30,1.9698506086529035,9.2,17.537500000000023
2008-05-31,1.3226320908444968,1.0,13.870833333333337
2008-06-01,0.9469085562241524,6.400000000000002,13.960869565217365
2008-06-02,1.5865982056760655,0.0,16.458333333333314
2008-06-03,1.4545280322821443,28.4,17.254166666666663
2008-06-04,1.6993651357877975,18.8,17.59047619047618
2008-06-05,1.8983848003114911,0.0,18.9375
2008-06-06,2.1436496029056253,0.0,21.695454545454538
2008-06-07,1.2991262527329432,2.6,18.52916666666664
2008-06-08,1.6205622826708663,0.0,19.74347826086955
2008-06-09,2.257154940631316,0.2,21.479166666666686
2008-06-10,3.3291221740402976,1.9999999999999998,19.116666666666674
2008-06-11,1.6697627610851047,0.0,12.629166666666663
2008-06-12,0.8013395020983627,1.0,14.583333333333314
2008-06-13,0.8113074408148158,23.0,15.271428571428544
2008-06-14,1.8100680971558438,5.4,19.327272727272714
2008-06-15,1.8240001445923988,1.9999999999999998,19.693333333333328
2008-06-16,2.7917112460123668,0.0,12.078260869565213
2008-06-17,1.6487554559495474,0.0,9.554166666666674
2008-06-18,1.700595633766057,0.0,12.3125
2008-06-19,1.5095918510387365,0.0,13.762499999999989
2008-06-20,1.6461706797354747,0.0,17.85833333333335
2008-06-21,1.8518863369026737,4.800000000000001,19.64166666666665
2008-06-22,1.8817551914164823,0.0,15.370833333333337
2008-06-23,0.8037125035455983,0.2,14.154166666666697
2008-06-24,0.7668992072514573,0.2,13.915789473684185
2008-06-25,1.5127803504193111,0.2,15.754999999999995
2008-06-26,1.0703872759870987,0.0,15.763157894736821
2008-06-27,1.5287049530155163,0.2,18.51666666666665
2008-06-28,1.2859868644806356,0.6000000000000001,18.316666666666663
2008-06-29,1.1184675028920241,9.2,18.54000000000002
2008-06-30,1.5292987372257545,0.2,19.781818181818153
2008-07-01,1.8835673547718386,0.2,17.70454545454544
2008-07-02,1.1992077848058351,0.0,17.2714285714286
2008-07-03,0.7965415440677435,0.0,16.333333333333314
2008-07-04,1.8296727604817962,0.0,17.58125000000001
2008-07-05,1.9565975532480362,0.0,17.319999999999993
2008-07-06,2.0259126413054043,0.0,17.059090909090912
2008-07-07,1.3985077338085667,0.0,16.837499999999977
2008-07-08,1.7407764392727032,0.2,16.350000000000023
2008-07-09,1.8886129307018538,0.0,19.17391304347825
2008-07-10,1.587652724634296,0.0,18.491666666666674
2008-07-11,1.8618137945370608,0.2,18.287500000000023
2008-07-12,2.0312214647076408,0.0,18.291666666666686
2008-07-13,1.7077064156147899,0.0,18.42500000000001
2008-07-14,1.8498000519583409,0.2,16.583333333333314
2008-07-15,1.6752095791829364,0.0,16.462499999999977
2008-07-16,2.0415320009706934,0.0,17.366666666666674
2008-07-17,2.0965875819151085,0.2,17.09583333333336
2008-07-18,2.757600779491886,0.0,20.779166666666697
2008-07-19,2.161028167574364,0.0,18.712499999999977
2008-07-20,1.482667368969463,0.2,18.191666666666663
2008-07-21,1.9208514411215856,0.0,19.258333333333326
2008-07-22,1.9300075995329213,0.2,18.96666666666664
2008-07-23,1.3587384613164057,2.8000000000000003,19.645833333333314
2008-07-24,1.3076130362864915,15.399999999999999,18.86250000000001
2008-07-25,2.3222684389690578,0.2,19.63749999999999
2008-07-26,1.9623488450489555,0.0,16.616666666666674
2008-07-27,2.1832057770729154,0.0,17.47083333333336
2008-07-28,2.00958900360693,0.0,17.445833333333326
2008-07-29,1.4208703406954446,1.0,18.883333333333326
2008-07-30,1.8247930750926322,0.0,18.8125
2008-07-31,1.1390612313228714,0.2,18.90833333333336
2008-08-01,0.9685530555839297,1.2,19.07916666666665
2008-08-02,1.410751399544216,2.0,21.42105263157896
2008-08-03,1.345535745248451,6.0,17.968421052631584
2008-08-04,1.0723621731054152,0.0,16.569999999999993
2008-08-05,1.455039086504435,0.2,17.92105263157896
2008-08-06,0.6516337030362163,0.0,17.139999999999986
2008-08-07,0.4668614109117297,0.4,15.0
2008-08-08,1.1647561977240768,0.0,16.92500000000001
2008-08-09,0.5209730671421977,0.0,11.40833333333336
2008-08-10,1.3408676412399239,1.0,17.899999999999977
2008-08-11,1.9316997087808403,0.8,19.853846153846177
2008-08-12,2.5080379793981544,0.2,20.689473684210498
2008-08-13,0.5948356542354215,27.799999999999997,17.100000000000023
2008-08-14,0.7592139475325393,0.2,17.75
2008-08-15,2.254031254475449,0.0,21.42500000000001
2008-08-16,1.5743749673439926,0.2,20.3125
2008-08-17,3.2809081809502088,0.2,23.379999999999995
2008-08-18,2.4291748293862683,0.0,20.366666666666674
2008-08-19,1.8339625875613177,0.0,20.456521739130437
2008-08-20,1.9037761080783635,0.0,20.5181818181818
2008-08-21,2.764866970465243,0.0,20.652173913043498
2008-08-22,1.6289517376816725,0.2,17.600000000000023
2008-08-23,1.1109708694073872,1.0,14.880952380952408
2008-08-24,1.8619442389677539,0.0,17.861904761904782
2008-08-25,2.7837790374235527,0.0,20.852173913043487
2008-08-26,1.2417159769180885,1.0,18.468181818181847
2008-08-27,1.552705012844224,0.2,18.466666666666697
2008-08-28,2.5659856810882857,0.0,19.73333333333335
2008-08-29,3.514353887542576,0.0,19.899999999999977
2008-08-30,2.0397779824134123,0.0,16.29583333333335
2008-08-31,2.4555119511263306,0.0,15.543478260869563
2008-09-01,2.8359265998718524,0.6000000000000001,18.441666666666663
2008-09-02,3.2467138326834144,0.0,20.399999999999977
2008-09-03,3.5620820421051684,0.0,22.841666666666697
2008-09-04,1.550381888797537,0.2,19.57916666666665
2008-09-05,1.1568116901043786,0.2,16.566666666666663
2008-09-06,1.195551106612014,3.2,17.494736842105283
2008-09-07,4.382754262232811,0.0,17.386956521739137
2008-09-08,1.0568024178948545,0.0,13.165217391304338
2008-09-09,1.4213429066528305,12.600000000000001,16.366666666666674
2008-09-10,1.8848825273119898,0.0,19.29047619047617
2008-09-11,2.7534863667014364,0.0,22.64375000000001
2008-09-12,1.858019810957706,5.0,21.965000000000032
2008-09-13,0.7549201959586767,8.6,16.78125
2008-09-14,1.9006530002629973,3.6,16.75555555555553
2008-09-15,1.20731946513462,0.4,16.444444444444457
2008-09-16,1.2913535060505155,0.2,16.291666666666686
2008-09-17,2.89975459333019,0.2,16.911764705882376
2008-09-18,2.363084268040092,0.0,15.817391304347836
2008-09-19,1.8368325228148756,10.999999999999998,15.747826086956536
2008-09-20,1.0335391870343893,4.2,16.610526315789457
2008-09-21,4.555592841507385,2.4,21.08125000000001
2008-09-22,5.20944362255465,0.0,19.166666666666686
2008-09-23,3.2747910126118662,0.6,18.51249999999999
2008-09-24,2.0536547906158416,1.0,17.169565217391323
2008-09-25,1.4610548054531811,8.000000000000002,16.190909090909088
2008-09-26,1.4750972098354629,24.400000000000002,16.939999999999998
2008-09-27,2.5459076549822086,4.0,17.640909090909076
2008-09-28,2.204085272596751,7.6000000000000005,17.026086956521738
2008-09-29,2.4776737266316795,6.0,18.6391304347826
2008-09-30,2.045761067603765,3.4,18.877272727272725
2008-10-01,1.0121134415391635,8.4,19.23333333333335
2008-10-02,5.527555704855921,1.8,25.823529411764696
2008-10-03,3.840622163679819,0.0,21.787500000000023
2008-10-04,0.5190216260648894,22.4,18.52857142857141
2008-10-05,2.0283515157615293,7.400000000000001,19.03888888888889
2008-10-06,1.408320531625526,0.0,17.273684210526312
2008-10-07,4.287842787034286,0.0,19.980952380952374
2008-10-08,1.455838753637343,0.0,17.352631578947353
2008-10-09,1.994398861818897,1.6,16.177777777777806
2008-10-10,1.7989176739502528,1.9999999999999998,17.577777777777783
2008-10-11,2.096067281587809,2.0,20.30000000000001
2008-10-12,4.609242648244186,0.4,22.829411764705867
2008-10-13,3.007074446908745,0.0,22.568181818181813
2008-10-14,4.453656271433603,1.0,24.944999999999993
2008-10-15,3.7000265489532196,33.2,22.5
2008-10-16,2.5476931669986738,21.0,21.083333333333314
2008-10-17,1.1425731242686856,8.000000000000002,19.121052631578948
2008-10-18,0.5494117474030383,22.0,17.600000000000023
2008-10-19,1.5283406353344775,5.200000000000002,18.223076923076917
2008-10-20,2.566913441929604,6.2,20.09411764705885
2008-10-21,1.5236952992965997,0.0,21.38461538461536
2008-10-22,2.726376460323799,0.0,24.346153846153868
2008-10-23,1.7278802900651025,0.0,22.73888888888888
2008-10-24,2.983801316981019,0.6000000000000001,22.913333333333355
2008-10-25,1.6424022766189459,1.0,22.126315789473665
2008-10-26,3.647307776524831,1.4,24.631250000000023
2008-10-27,4.163318873219414,0.4,23.583333333333314
2008-10-28,1.2720266691239626,6.4,18.99545454545455
2008-10-29,0.6851003145397937,6.2,18.899999999999977
2008-10-30,4.366053969673787,0.0,22.488235294117658
2008-10-31,1.461574629846243,1.4,18.86470588235295
2008-11-01,2.6476615621594255,1.0,19.466666666666697
2008-11-02,0.8882883447343018,2.8,19.246153846153845
2008-11-03,5.003540008248286,0.0,24.019999999999982
2008-11-04,3.7796345699372886,0.0,22.809523809523796
2008-11-05,3.4281370917091722,0.0,23.1875
2008-11-06,1.8511685855688838,1.4,22.850000000000023
2008-11-07,4.239239011720327,0.2,23.395833333333314
2008-11-08,2.9004402186997686,1.0,22.020833333333314
2008-11-09,3.6461967685793955,0.8,23.38749999999999
2008-11-10,3.206896636644334,4.0,22.79583333333335
2008-11-11,1.3637179329996496,59.2,20.412500000000023
2008-11-12,1.2454828020839235,43.8,19.1142857142857
2008-11-13,2.4722720941743557,2.4,19.642857142857167
2008-11-14,3.7290986640054267,2.2,21.473913043478262
2008-11-15,5.688374660496891,0.2,24.399999999999977
2008-11-16,1.491970526121785,3.8000000000000003,20.65416666666664
2008-11-17,1.708890669744888,6.4,18.0
2008-11-18,2.5629724378232983,0.8,19.776190476190493
2008-11-19,2.728425999211904,0.8,20.095652173913038
2008-11-20,2.8784635373175993,4.0,19.36250000000001
2008-11-21,2.2904317123509306,61.2,18.631818181818176
2008-11-22,3.025465461694531,41.2,20.704999999999984
2008-11-23,2.1266847790173906,32.199999999999996,20.76956521739129
2008-11-24,3.1919256616321854,0.0,21.842857142857156
2008-11-25,2.664961194087694,10.8,21.104166666666686
2008-11-26,2.649232179025531,11.799999999999999,21.35833333333335
2008-11-27,2.8847386155999586,15.2,22.008333333333326
2008-11-28,2.423717740785849,31.799999999999997,21.333333333333314
2008-11-29,4.198922326369244,6.200000000000001,22.633333333333326
2008-11-30,4.3449455288492125,3.6000000000000005,22.69999999999999
2008-12-01,4.882741842190598,0.4,23.51666666666665
2008-12-02,1.5777798386511672,4.4,21.479166666666686
2008-12-03,3.8496955079680473,1.4,20.587499999999977
2008-12-04,5.228376645918465,0.2,19.808333333333337
2008-12-05,3.3591915052536008,0.0,20.23750000000001
2008-12-06,5.254693174321041,0.0,21.645833333333314
2008-12-07,4.9653193175383015,0.0,22.42083333333335
2008-12-08,5.801346079914794,0.0,23.51249999999999
2008-12-09,5.090790763208142,14.6,24.283333333333303
2008-12-10,3.286905954028273,13.399999999999999,23.416666666666686
2008-12-11,1.1810127377285236,7.800000000000001,21.51666666666665
2008-12-12,2.87428792722971,6.8,21.15833333333336
2008-12-13,4.956571487661842,2.8000000000000003,21.591666666666697
2008-12-14,5.168580778490629,0.0,21.399999999999977
2008-12-15,2.4814883469782654,4.0,20.695833333333326
2008-12-16,1.8931929179922269,24.2,20.254166666666663
2008-12-17,1.7621342042295425,9.000000000000002,19.67083333333335
2008-12-18,3.587462358482508,0.4,21.470833333333303
2008-12-19,4.739855086454378,0.0,22.087499999999977
2008-12-20,5.843003260108717,0.0,23.104166666666686
2008-12-21,5.094800018075436,0.0,23.779166666666697
2008-12-22,4.53106755857757,0.8,24.80000000000001
2008-12-23,6.162281059927623,0.0,25.59583333333336
2008-12-24,4.1692768033096534,14.600000000000001,25.599999999999966
2008-12-25,1.9946361087256246,0.8,23.008333333333326
2008-12-26,4.608143029933042,0.2,22.058333333333337
2008-12-27,3.7205587467003354,0.4,21.01249999999999
2008-12-28,6.037954201942742,0.2,23.404166666666697
2008-12-29,5.6752695509586735,11.0,24.991666666666674
2008-12-30,1.2965685471765107,1.9999999999999998,22.104166666666686
2008-12-31,3.738328728696741,3.2,23.899999999999977
2009-01-01,3.4336577801679398,19.2,24.304166666666674
2009-01-02,2.2369534073340978,22.8,21.97083333333336
2009-01-03,2.093038806966884,19.4,21.524999999999977
2009-01-04,3.0898526018864945,0.0,20.645833333333314
2009-01-05,2.298925471066784,13.400000000000002,18.554166666666674
2009-01-06,3.5890902529792017,0.0,20.258333333333326
2009-01-07,5.386246973525,0.0,22.524999999999977
2009-01-08,6.402204687286105,0.0,24.712499999999977
2009-01-09,5.585385719838713,0.0,24.32916666666665
2009-01-10,3.2700744983759926,12.4,24.17500000000001
2009-01-11,3.137131806738891,51.2,22.979166666666686
2009-01-12,5.518074479014423,0.2,25.28333333333336
2009-01-13,3.4638653264800428,12.399999999999999,24.279166666666697
2009-01-14,4.845653630066147,1.4,25.25
2009-01-15,4.56321550777571,0.0,27.07499999999999
2009-01-16,3.1134670744047117,6.0,24.745833333333337
2009-01-17,1.5798961377572576,8.8,22.42083333333335
2009-01-18,5.3102255007224155,0.2,26.479166666666686
2009-01-19,3.1164165760357365,54.199999999999996,25.0
2009-01-20,1.634849105631671,18.799999999999997,22.245833333333337
2009-01-21,2.4176944327928576,2.6,21.183333333333337
2009-01-22,2.1047276713002803,3.2,20.662500000000023
2009-01-23,4.919165647840085,1.4,21.55000000000001
2009-01-24,2.7540014388182863,2.0,21.229166666666686
2009-01-25,2.2130377863545703,12.4,22.287500000000023
2009-01-26,2.5952877926772695,20.199999999999996,23.649999999999977
2009-01-27,1.8577177769012503,27.400000000000002,23.662500000000023
2009-01-28,1.691542205420468,42.800000000000004,23.274999999999977
2009-01-29,2.641648934224798,4.4,24.804166666666674
2009-01-30,6.4761687749286,0.2,28.716666666666697
2009-01-31,6.85753043050056,0.0,28.408333333333303
2009-02-01,5.976476669927038,0.0,25.67500000000001
2009-02-02,5.365784929995932,0.0,24.491666666666674
2009-02-03,2.4056763796751124,24.400000000000002,24.308333333333337
2009-02-04,2.3459454000428877,8.799999999999999,24.508333333333326
2009-02-05,3.243762183996915,7.6000000000000005,23.833333333333314
2009-02-06,4.935583004647678,3.6,25.008333333333326
2009-02-07,2.138299639475222,23.4,24.645833333333314
2009-02-08,4.174848960527716,0.0,25.32499999999999
2009-02-09,4.042470421456757,1.2,25.82499999999999
2009-02-10,3.357777355525955,10.6,25.5
2009-02-11,4.474834216004096,4.6,26.741666666666674
2009-02-12,2.191096816621823,0.0,24.258333333333326
2009-02-13,2.7477820341132504,3.4000000000000004,22.087499999999977
2009-02-14,3.071892347604477,0.0,21.26666666666665
2009-02-15,1.9157525471324153,3.4000000000000004,21.779166666666697
2009-02-16,1.6216788407109164,24.2,22.475000000000023
2009-02-17,3.7029226747385002,5.200000000000001,24.820833333333326
2009-02-18,4.8954027529055155,0.0,26.61250000000001
2009-02-19,5.453602264389826,0.0,26.095833333333303
2009-02-20,5.74486885089393,0.0,26.316666666666663
2009-02-21,3.1084037139256533,9.4,25.23750000000001
2009-02-22,4.87609125233433,0.0,25.445833333333326
2009-02-23,4.602998195795047,9.2,26.495833333333337
2009-02-24,2.0508263567634346,2.0,23.600000000000023
2009-02-25,1.502496024372397,8.6,21.4375
2009-02-26,2.035279120032986,57.800000000000004,22.758333333333326
2009-02-27,3.326773265559112,9.6,24.491666666666674
2009-02-28,1.8101107133147556,0.8,24.441666666666663
2009-03-01,4.701110967814632,0.2,26.27916666666664
2009-03-02,5.7117144903398955,0.0,29.4375
2009-03-03,3.8000387216852496,4.0,26.125
2009-03-04,2.7254841510670076,0.8,25.683333333333337
2009-03-05,5.465416159888411,2.0,28.537500000000023
2009-03-06,3.3834624187147138,5.199999999999999,25.85833333333335
2009-03-07,2.8262496830405763,1.8,24.07916666666665
2009-03-08,3.418430480980594,17.2,24.162500000000023
2009-03-09,4.5506229233517965,8.600000000000001,24.42083333333335
2009-03-10,3.6623776679116062,1.7999999999999998,24.274999999999977
2009-03-11,1.8790018651157907,1.0,23.933333333333337
2009-03-12,2.729661581268967,0.6000000000000001,24.399999999999977
2009-03-13,3.9503570404162778,0.8,25.1875
2009-03-14,4.7408838446199395,0.8,26.07916666666665
2009-03-15,5.002266472757168,0.6000000000000001,24.80000000000001
2009-03-16,3.3970077006815784,0.4,22.47083333333336
2009-03-17,4.799216572915253,0.4,24.787500000000023
2009-03-18,1.3547640828312422,0.4,23.024999999999977
2009-03-19,1.6475220567158122,0.4,21.458333333333314
2009-03-20,1.6903082532239213,3.200000000000001,22.095833333333303
2009-03-21,3.0755917563406823,1.2,23.179166666666674
2009-03-22,4.376474415573742,0.8,23.929166666666674
2009-03-23,4.706486177309531,0.6000000000000001,24.32499999999999
2009-03-24,3.7440166751929267,0.6000000000000001,23.787500000000023
2009-03-25,4.112456151860957,0.4,23.25
2009-03-26,3.059724808055031,0.4,22.850000000000023
2009-03-27,3.155588358527612,0.2,23.42500000000001
2009-03-28,3.3370809703985365,0.4,24.058333333333337
2009-03-29,3.995466357128635,0.4,23.23333333333335
2009-03-30,3.1247768888105707,0.2,24.741666666666674
2009-03-31,4.083380407387168,0.2,25.375
2009-04-01,3.048911830436038,0.2,24.23333333333335
2009-04-02,1.9923462964938476,0.2,21.529166666666697
2009-04-03,2.479390597255286,0.2,22.383333333333326
2009-04-04,3.389734534138699,15.399999999999999,23.60833333333335
2009-04-05,3.6399669109341213,0.4,26.07916666666665
2009-04-06,2.377338451819932,0.2,24.149999999999977
2009-04-07,3.03894528308236,0.0,24.65416666666664
2009-04-08,2.8987686528148418,5.6000000000000005,23.966666666666697
2009-04-09,3.1531310909202843,0.8,23.80000000000001
2009-04-10,3.375045010049798,0.0,22.708333333333314
2009-04-11,3.19475132260954,0.0,22.229166666666686
2009-04-12,2.041374910125057,0.0,22.183333333333337
2009-04-13,2.7740119973569435,0.0,22.791666666666686
2009-04-14,2.771443698790299,20.2,23.245833333333337
2009-04-15,1.2974921555098824,1.2000000000000002,20.458333333333314
2009-04-16,1.6793892221675706,3.8,19.479166666666686
2009-04-17,3.006609363077568,0.2,21.04583333333335
2009-04-18,3.143843607118964,0.0,21.625
2009-04-19,3.0491678986594057,0.2,21.69999999999999
2009-04-20,1.1985592092189474,0.0,20.57916666666665
2009-04-21,1.3339784070545104,1.6,19.129166666666663
2009-04-22,1.0844583311151026,5.800000000000002,19.61250000000001
2009-04-23,1.9364850626927306,1.0,20.495833333333337
2009-04-24,1.7238703566956994,1.0,19.816666666666663
2009-04-25,2.0110035100892922,0.8,20.912500000000023
2009-04-26,2.5252973908329017,0.0,22.195833333333326
2009-04-27,1.9772715437835053,10.8,21.5
2009-04-28,2.6385827353670095,0.0,21.850000000000023
2009-04-29,2.6115724386458137,0.0,22.054166666666674
2009-04-30,1.7917321096613192,0.2,20.274999999999977
2009-05-01,1.3697644240660725,3.4000000000000004,18.645833333333314
2009-05-02,1.9196678798167806,1.0,19.23750000000001
2009-05-03,1.8779952780147873,0.0,20.037500000000023
2009-05-04,1.5710820544481066,8.799999999999997,19.804166666666674
2009-05-05,2.357103892074457,0.2,20.36250000000001
2009-05-06,2.329407143741398,0.0,21.945833333333326
2009-05-07,2.3359139828401934,0.0,19.804166666666674
2009-05-08,1.9296169316056253,10.0,20.46666666666664
2009-05-09,1.3461940856020953,0.4,20.504166666666663
2009-05-10,1.3296682517171163,0.0,21.208333333333314
2009-05-11,2.0648288913120325,0.0,21.995833333333337
2009-05-12,2.2610077265554143,0.0,23.195833333333326
2009-05-13,2.159835575245969,0.8,22.716666666666697
2009-05-14,0.9918795904348163,1.0,21.383333333333326
2009-05-15,3.360645137857742,0.0,19.850000000000023
2009-05-16,2.1598089198549175,0.0,15.070833333333326
2009-05-17,1.71864811921424,0.0,16.837499999999977
2009-05-18,2.1319429945419923,0.0,19.20416666666665
2009-05-19,1.9608974778506532,0.0,18.8125
2009-05-20,1.532085491216285,0.0,20.10833333333335
2009-05-21,2.0241996487830147,0.2,20.287500000000023
2009-05-22,2.1079996879437504,0.0,21.01249999999999
2009-05-23,1.8507571262352387,0.0,20.225000000000023
2009-05-24,2.105822895523571,0.2,20.85833333333335
2009-05-25,0.8983382354301374,1.9999999999999998,20.32916666666665
2009-05-26,1.6000905622024921,0.2,22.90833333333336
2009-05-27,0.8319186840390319,1.8,20.745833333333337
2009-05-28,0.6961953159096557,10.2,18.97083333333336
2009-05-29,0.7234251558010694,2.6000000000000005,16.855000000000018
2009-05-30,1.0031543150125863,0.2,17.042105263157907
2009-05-31,2.0849633732067163,0.0,22.5
2009-06-01,3.1254125762890976,0.0,15.852173913043487
2009-06-02,2.719229294273994,0.0,14.482608695652175
2009-06-03,2.3541810839723625,0.0,12.317391304347836
2009-06-04,1.7476506941284853,0.0,11.229166666666686
2009-06-05,1.9128615997587157,0.2,14.774999999999977
2009-06-06,2.252929732338032,0.0,17.024999999999977
2009-06-07,1.249519908737881,0.0,15.333333333333314
2009-06-08,1.5228778890878942,0.0,16.008333333333326
2009-06-09,1.5116795313221383,0.0,17.191666666666663
2009-06-10,0.9772643502562786,11.599999999999996,17.116666666666674
2009-06-11,0.7597912003508923,3.2,17.258333333333326
2009-06-12,0.600894319578206,5.800000000000001,15.36470588235295
2009-06-13,1.4917375857345745,0.4,16.381250000000023
2009-06-14,1.6733341832093092,0.2,14.828571428571422
2009-06-15,1.6679569420232208,0.0,15.782608695652186
2009-06-16,0.8058896857618094,10.0,16.057894736842115
2009-06-17,2.430286792927785,0.0,17.838888888888903
2009-06-18,1.6703730884674806,0.2,15.69565217391306
2009-06-19,1.8126215318985264,0.0,18.354545454545473
2009-06-20,1.7239545693891458,0.0,18.618181818181824
2009-06-21,1.8383163100255713,0.0,18.179166666666674
2009-06-22,1.9150525403290954,0.0,18.345833333333303
2009-06-23,1.5423294109741477,0.2,18.229166666666686
2009-06-24,0.9757331421444337,5.0,19.117647058823536
2009-06-25,0.9568040578003687,4.8,16.25
2009-06-26,0.8458411819730018,3.6,16.378571428571433
2009-06-27,0.8106508527082493,0.2,16.837499999999977
2009-06-28,1.2911782547947173,0.0,18.319999999999993
2009-06-29,1.7722219834655017,0.0,19.077777777777783
2009-06-30,0.7887280811294832,1.4,18.407692307692287
2009-07-01,2.0425217045605457,0.2,19.26666666666665
2009-07-02,1.0457390869519885,14.2,16.280952380952385
2009-07-03,1.6265294371996037,0.0,17.014999999999986
2009-07-04,1.6024621513731794,0.0,16.604545454545473
2009-07-05,0.8822101663337006,0.0,15.336842105263145
2009-07-06,1.1203360469564674,1.4000000000000001,19.04000000000002
2009-07-07,2.021372295090201,0.0,20.116666666666674
2009-07-08,2.0211582047153223,0.0,21.18571428571431
2009-07-09,0.633668538579811,1.4,18.58823529411768
2009-07-10,0.6133553563389963,0.8,18.2714285714286
2009-07-11,0.5276631935297552,3.4000000000000004,16.350000000000023
2009-07-12,1.8340993579753082,0.0,16.916666666666686
2009-07-13,1.788742861287812,0.0,13.704347826086973
2009-07-14,1.8656895863163467,0.0,16.7086956521739
2009-07-15,0.7393913091337635,0.0,15.050000000000011
2009-07-16,0.9919269588312732,0.0,17.30000000000001
2009-07-17,1.5648669455785997,0.8,21.944444444444457
2009-07-18,0.8509613629397851,0.8,18.04545454545456
2009-07-19,1.4502798633585205,0.4,17.538461538461547
2009-07-20,1.4495597184576794,0.0,16.476470588235316
2009-07-21,1.5892346426251458,0.2,16.01111111111112
