   Data;Vazão
19/03/2015;37725.03
20/03/2015;37774.66
21/03/2015;37609.3
22/03/2015;37389.11
23/03/2015;36620.96
24/03/2015;35938.48
25/03/2015;35340.55
26/03/2015;34448.34
27/03/2015;33615.39
28/03/2015;32627.89
29/03/2015;31832.62
30/03/2015;31199.92
31/03/2015;30989.72
01/04/2015;30622.73
02/04/2015;30727.48
03/04/2015;30152.48
04/04/2015;29787.99
05/04/2015;29736.01
06/04/2015;29424.6
07/04/2015;29580.2
08/04/2015;28959.01
09/04/2015;29165.71
10/04/2015;30152.48
11/04/2015;31199.92
12/04/2015;31410.47
13/04/2015;30779.88
14/04/2015;30413.51
15/04/2015;30204.64
16/04/2015;30256.83
17/04/2015;29684.05
18/04/2015;29372.77
19/04/2015;29165.71
20/04/2015;29062.31
21/04/2015;29424.6
22/04/2015;30361.26
23/04/2015;30622.73
24/04/2015;29372.77
25/04/2015;29528.31
26/04/2015;29996.14
27/04/2015;31042.24
28/04/2015;31515.87
29/04/2015;31147.34
30/04/2015;30727.48
01/05/2015;30465.78
02/05/2015;30675.09
03/05/2015;30832.31
04/05/2015;31094.78
05/05/2015;31357.8
06/05/2015;32256.16
07/05/2015;33267.6
08/05/2015;34664.11
09/05/2015;35476.22
10/05/2015;36238.38
11/05/2015;36511.55
12/05/2015;36675.7
13/05/2015;35856.8
14/05/2015;35042.52
15/05/2015;34988.39
16/05/2015;35205
17/05/2015;34664.11
18/05/2015;33481.52
19/05/2015;32468.45
20/05/2015;32044.21
21/05/2015;31357.8
22/05/2015;30884.76
23/05/2015;30361.26
24/05/2015;29684.05
25/05/2015;29114
26/05/2015;28752.68
27/05/2015;28855.8
28/05/2015;30309.03
29/05/2015;31305.15
30/05/2015;31094.78
31/05/2015;32203.14
01/06/2015;33990.93
02/06/2015;34772.12
03/06/2015;34372.89
04/06/2015;33722.58
05/06/2015;33749.39
06/06/2015;33749.39
07/06/2015;32441.89
08/06/2015;31515.87
09/06/2015;30491.93
10/06/2015;29269.2
11/06/2015;28264.1
12/06/2015;27598.92
13/06/2015;27445.97
14/06/2015;27044.23
15/06/2015;26446.91
16/06/2015;26240.14
17/06/2015;26043.84
18/06/2015;25807.75
19/06/2015;25607.24
20/06/2015;25772.63
21/06/2015;25973.46
22/06/2015;25627.28
23/06/2015;25097.72
24/06/2015;24908.55
25/06/2015;24754.49
26/06/2015;24175.19
27/06/2015;23785.97
28/06/2015;22448.3
29/06/2015;21796.36
30/06/2015;21125.35
01/07/2015;20668.26
02/07/2015;20218.38
03/07/2015;19813.25
04/07/2015;19494.36
05/07/2015;20048.54
06/07/2015;21340.46
07/07/2015;23471.81
08/07/2015;25147.57
09/07/2015;25222.37
10/07/2015;24160.38
11/07/2015;23217.32
12/07/2015;23462.01
13/07/2015;23241.76
14/07/2015;22293.34
15/07/2015;21206.55
16/07/2015;20293.97
17/07/2015;19541.18
18/07/2015;18902.26
19/07/2015;18466.94
20/07/2015;18614.85
21/07/2015;19158.13
22/07/2015;19060.33
23/07/2015;18614.85
24/07/2015;18070.89
25/07/2015;17672.41
26/07/2015;17576.56
27/07/2015;17503.62
28/07/2015;17248.91
29/07/2015;16850.54
30/07/2015;16445.51
31/07/2015;16105.4
01/08/2015;15829.26
02/08/2015;15523.34
03/08/2015;15139.73
04/08/2015;14719.23
05/08/2015;14288.69
06/08/2015;13874.24
07/08/2015;13501.29
08/08/2015;13147.84
09/08/2015;12779.88
10/08/2015;12439.63
11/08/2015;12105.84
12/08/2015;12139.12
13/08/2015;15284.96
14/08/2015;16467.95
15/08/2015;15611.86
16/08/2015;14457.92
17/08/2015;13608.2
18/08/2015;12944.5
19/08/2015;12284.98
20/08/2015;11634.12
21/08/2015;11114.14
22/08/2015;10753.29
23/08/2015;10676.65
24/08/2015;10769.45
25/08/2015;10721.01
26/08/2015;10455.54
27/08/2015;10092.23
28/08/2015;9747.91
29/08/2015;9402.67
30/08/2015;9083.78
31/08/2015;8825.27
01/09/2015;8580.07
02/09/2015;8370.72
03/09/2015;8185.31
04/09/2015;8008.44
05/09/2015;7839.99
06/09/2015;7657.59
07/09/2015;7413.6
08/09/2015;7197.16
09/09/2015;7000.47
10/09/2015;6812.35
11/09/2015;6686.46
12/09/2015;6532.58
13/09/2015;6390.24
14/09/2015;6312.29
15/09/2015;6507.62
16/09/2015;7054.97
17/09/2015;7384.16
18/09/2015;7446.75
19/09/2015;7266.69
20/09/2015;6848.43
21/09/2015;6500.48
22/09/2015;6209.9
23/09/2015;5974.94
24/09/2015;5700.83
25/09/2015;5440.17
26/09/2015;5266.97
27/09/2015;5172.47
28/09/2015;5085.1
29/09/2015;4954.75
30/09/2015;4805.4
01/10/2015;4722.92
02/10/2015;4660.47
03/10/2015;4998.11
04/10/2015;5535.85
05/10/2015;5666.36
06/10/2015;5494.79
07/10/2015;5202.8
08/10/2015;5088.46
09/10/2015;5041.56
10/10/2015;4968.08
11/10/2015;4994.77
12/10/2015;5165.74
13/10/2015;5372.08
14/10/2015;5728.44
15/10/2015;6185.25
16/10/2015;6386.7
17/10/2015;6543.29
18/10/2015;6852.04
19/10/2015;6978.7
20/10/2015;6826.78
21/10/2015;6650.59
22/10/2015;6550.43
23/10/2015;6464.87
24/10/2015;6354.78
25/10/2015;6164.14
26/10/2015;5943.56
27/10/2015;5707.73
28/10/2015;5498.21
29/10/2015;5280.5
30/10/2015;5068.35
31/10/2015;5028.18
01/11/2015;5058.3
02/11/2015;5091.81
03/11/2015;5001.45
04/11/2015;4858.37
05/11/2015;4881.59
06/11/2015;5429.94
07/11/2015;7672.44
08/11/2015;9547.46
09/11/2015;10515.73
10/11/2015;11506.65
11/11/2015;12097.53
12/11/2015;11782.58
13/11/2015;11248.69
14/11/2015;10745.22
15/11/2015;10379.42
16/11/2015;10231.59
17/11/2015;10411.45
18/11/2015;10809.86
19/11/2015;10975.94
20/11/2015;10761.38
21/11/2015;10523.76
22/11/2015;10132
23/11/2015;9688.85
24/11/2015;9496.52
25/11/2015;9348.04
26/11/2015;9246.77
27/11/2015;9161.31
28/11/2015;9002.56
29/11/2015;8706.28
30/11/2015;8397.29
01/12/2015;8158.91
02/12/2015;7937.21
03/12/2015;7798.95
04/12/2015;9196.25
05/12/2015;12381.06
06/12/2015;13317.88
07/12/2015;13075.74
08/12/2015;12193.25
09/12/2015;11346.79
10/12/2015;10801.78
11/12/2015;10830.08
12/12/2015;11167.1
13/12/2015;11371.35
14/12/2015;11342.7
15/12/2015;11273.19
16/12/2015;11142.65
17/12/2015;10850.31
18/12/2015;10571.98
19/12/2015;10355.41
20/12/2015;10503.68
21/12/2015;10866.5
22/12/2015;10927.27
23/12/2015;11081.59
24/12/2015;12201.58
25/12/2015;13509.83
26/12/2015;13638.17
27/12/2015;14488.34
28/12/2015;14475.3
29/12/2015;14470.96
30/12/2015;14719.23
31/12/2015;15355.49
01/01/2016;16016.95
02/01/2016;16374.52
03/01/2016;16251.39
04/01/2016;16214.09
05/01/2016;16636.47
06/01/2016;16640.2
07/01/2016;16458.61
08/01/2016;16325.96
09/01/2016;15983.53
10/01/2016;15443.78
11/01/2016;15443.78
12/01/2016;15642.87
13/01/2016;15968.65
14/01/2016;16061.54
15/01/2016;16348.35
16/01/2016;17477.79
17/01/2016;18496.59
18/01/2016;18780.07
19/01/2016;19041.34
20/01/2016;19019.99
21/01/2016;18801.31
22/01/2016;19256.84
23/01/2016;20158.19
24/01/2016;20682.88
25/01/2016;20286.08
26/01/2016;19122.81
27/01/2016;17932.87
28/01/2016;16954.07
29/01/2016;16329.72
30/01/2016;16453
31/01/2016;16619.6
01/02/2016;16882.5
02/02/2016;16923.92
03/02/2016;17997.81
04/02/2016;19396.94
05/02/2016;21029.92
06/02/2016;22523.07
07/02/2016;23571.93
08/02/2016;24170.65
09/02/2016;24831.1
10/02/2016;25882.19
11/02/2016;26745.56
12/02/2016;26876.44
13/02/2016;26372.88
14/02/2016;25955.47
15/02/2016;25742.14
16/02/2016;25583.46
17/02/2016;24994.78
18/02/2016;24131.61
19/02/2016;23245.42
20/02/2016;23141.59
21/02/2016;23967.23
22/02/2016;24570.53
23/02/2016;24281.78
24/02/2016;23981.62
25/02/2016;24465.26
26/02/2016;25855.02
27/02/2016;27102.62
28/02/2016;27605.29
29/02/2016;28101.69
01/03/2016;29342.57
02/03/2016;30437.45
03/03/2016;31193.35
04/03/2016;31693.94
05/03/2016;32101.56
06/03/2016;32501.65
07/03/2016;32914.04
08/03/2016;33488.2
09/03/2016;33838.82
10/03/2016;33785.16
11/03/2016;33588.6
12/03/2016;33436.94
13/03/2016;33338.85
14/03/2016;33457
15/03/2016;33555.13
16/03/2016;33323.29
17/03/2016;32413.11
18/03/2016;31033.47
19/03/2016;29284.31
20/03/2016;28617.47
21/03/2016;27569.18
22/03/2016;27009.56
23/03/2016;27382.31
24/03/2016;27584.02
25/03/2016;27089.92
26/03/2016;26724.5
27/03/2016;26901.79
28/03/2016;27520.28
29/03/2016;28495.27
30/03/2016;29658.08
31/03/2016;29820.49
01/04/2016;28950.39
02/04/2016;27890.5
03/04/2016;27223.3
04/04/2016;27325.04
05/04/2016;27106.83
06/04/2016;26284.64
07/04/2016;25431.27
08/04/2016;24735.88
09/04/2016;24677.95
10/04/2016;24564.34
11/04/2016;24452.88
12/04/2016;24512.71
13/04/2016;23739.66
14/04/2016;23363.66
15/04/2016;23604.61
16/04/2016;23737.65
17/04/2016;24403.38
18/04/2016;24708.97
19/04/2016;25283.5
20/04/2016;25669.01
21/04/2016;25354.27
22/04/2016;25001
23/04/2016;25108.94
24/04/2016;25863.36
25/04/2016;26125.18
26/04/2016;26015.12
27/04/2016;25252.31
28/04/2016;25593.88
29/04/2016;27460.85
30/04/2016;28176.48
01/05/2016;27982.2
02/05/2016;26589.61
03/05/2016;25121.39
04/05/2016;23963.14
05/05/2016;23041.92
06/05/2016;22157.96
07/05/2016;21420.29
08/05/2016;20833.43
09/05/2016;20260.51
10/05/2016;19716.98
11/05/2016;19278.21
12/05/2016;19043.25
13/05/2016;19502.18
14/05/2016;20030.49
15/05/2016;20635.4
16/05/2016;21434.23
17/05/2016;22035.24
18/05/2016;22391.75
19/05/2016;22067.42
20/05/2016;21210.95
21/05/2016;20465.51
22/05/2016;20085.45
23/05/2016;19744.35
24/05/2016;19062.66
25/05/2016;18283.25
26/05/2016;17587.96
27/05/2016;16993.64
28/05/2016;16628.95
29/05/2016;16567.12
30/05/2016;16400.66
31/05/2016;15911.18
01/06/2016;15432.73
02/06/2016;15329.78
03/06/2016;15338.96
04/06/2016;14950.67
05/06/2016;14322.28
06/06/2016;13656.03
07/06/2016;12721.62
08/06/2016;12523.77
09/06/2016;13650.68
10/06/2016;15955.69
11/06/2016;16820.43
12/06/2016;16325.96
13/06/2016;15465.87
14/06/2016;14530.4
15/06/2016;13652.44
16/06/2016;12969.54
17/06/2016;12399.88
18/06/2016;11790.14
19/06/2016;11293.62
20/06/2016;10858.08
21/06/2016;10460.23
22/06/2016;10087.59
23/06/2016;9734.79
24/06/2016;9424.16
25/06/2016;9062.8
26/06/2016;8821.73
27/06/2016;8574.34
28/06/2016;8290.83
29/06/2016;8087.98
30/06/2016;7855.22
01/07/2016;7669.02
02/07/2016;7813.23
03/07/2016;8248.27
04/07/2016;8681.08
05/07/2016;8711.38
06/07/2016;8431.49
07/07/2016;8040.99
08/07/2016;7653.58
09/07/2016;7324.45
10/07/2016;7006.53
11/07/2016;6738.54
12/07/2016;6729.55
13/07/2016;7353.54
14/07/2016;7835.02
15/07/2016;7789.93
16/07/2016;7456.27
17/07/2016;7021.64
18/07/2016;6645.82
19/07/2016;6366.58
20/07/2016;6194.33
21/07/2016;6093.3
22/07/2016;6187.01
23/07/2016;6297.26
24/07/2016;6223.72
25/07/2016;5970.86
26/07/2016;5720.67
27/07/2016;5453.23
28/07/2016;5165.17
29/07/2016;4907.33
30/07/2016;4676.06
31/07/2016;4476
01/08/2016;4307.6
02/08/2016;4123.56
03/08/2016;3999.36
04/08/2016;3889.17
05/08/2016;3958.6
06/08/2016;3936.3
07/08/2016;3822.65
08/08/2016;3696.91
09/08/2016;3538.98
10/08/2016;3438.47
11/08/2016;3307.24
12/08/2016;3177.29
13/08/2016;3079.45
14/08/2016;2986.05
15/08/2016;3102.92
16/08/2016;3711.11
17/08/2016;4354.58
18/08/2016;4704.82
19/08/2016;4741.86
20/08/2016;4527.49
21/08/2016;4184.68
22/08/2016;3883.94
23/08/2016;3627.36
24/08/2016;3411.86
25/08/2016;3259.61
26/08/2016;3183.51
27/08/2016;3208.41
28/08/2016;3230.86
29/08/2016;3229.61
30/08/2016;3188.49
31/08/2016;3156.18
01/09/2016;3084.39
02/09/2016;2934.75
03/09/2016;2762.93
04/09/2016;2655.38
05/09/2016;2729.35
06/09/2016;3148.73
07/09/2016;3628.65
08/09/2016;3685.29
09/09/2016;3513.47
10/09/2016;3318.54
11/09/2016;3348.74
12/09/2016;3568.39
13/09/2016;3761.59
14/09/2016;3823.95
15/09/2016;3794.04
16/09/2016;3748.63
17/09/2016;3576.06
18/09/2016;3396.69
19/09/2016;3190.98
20/09/2016;3051.11
21/09/2016;2904.31
22/09/2016;2791.79
23/09/2016;2746.13
24/09/2016;2813.48
25/09/2016;2737.74
26/09/2016;2591.36
27/09/2016;2512.47
28/09/2016;2504.26
29/09/2016;2550.07
30/09/2016;2591.36
01/10/2016;2599.64
02/10/2016;2666.08
03/10/2016;2805.04
04/10/2016;2962.82
05/10/2016;3026.52
06/10/2016;3075.75
07/10/2016;3088.09
08/10/2016;2981.16
09/10/2016;2861.83
10/10/2016;3026.52
11/10/2016;3826.55
12/10/2016;4279.46
13/10/2016;4240.69
14/10/2016;4071.92
15/10/2016;3887.86
16/10/2016;3777.16
17/10/2016;3731.8
18/10/2016;3784.95
19/10/2016;3861.74
20/10/2016;3971.74
21/10/2016;4150.11
22/10/2016;4399.01
23/10/2016;4539.71
24/10/2016;4500.38
25/10/2016;4448.95
26/10/2016;4461.12
27/10/2016;4522.77
28/10/2016;4528.86
29/10/2016;4518.02
30/10/2016;4706.2
31/10/2016;4836.83
01/11/2016;4814.76
02/11/2016;5128.74
03/11/2016;6083.1
04/11/2016;6759.51
05/11/2016;6651.77
06/11/2016;6200.21
07/11/2016;5765.32
08/11/2016;5564.39
09/11/2016;5709.18
10/11/2016;5792.7
11/11/2016;5580.14
12/11/2016;5249.49
13/11/2016;4982.26
14/11/2016;4745.98
15/11/2016;4530.23
16/11/2016;4427.33
17/11/2016;4443.54
18/11/2016;4641.87
19/11/2016;5207.28
20/11/2016;6165.02
21/11/2016;7274.02
22/11/2016;7681.42
23/11/2016;7665.94
24/11/2016;7585.59
25/11/2016;7467.04
26/11/2016;7416.36
27/11/2016;7580.96
28/11/2016;8322.38
29/11/2016;8807.31
30/11/2016;8720.96
01/12/2016;8421.99
02/12/2016;8267.18
03/12/2016;8152.31
04/12/2016;8014.36
05/12/2016;7937.84
06/12/2016;8006.56
07/12/2016;8300.3
08/12/2016;8567.96
09/12/2016;8655.55
10/12/2016;8711.38
11/12/2016;9337.98
12/12/2016;10034.64
13/12/2016;10015.63
14/12/2016;9638.04
15/12/2016;9535.03
16/12/2016;9687.2
17/12/2016;9861.37
18/12/2016;10051.2
19/12/2016;10398.43
20/12/2016;10934.04
21/12/2016;11392.52
22/12/2016;11360.09
23/12/2016;10999.98
24/12/2016;10681.36
25/12/2016;10794.02
26/12/2016;11222.15
27/12/2016;11445.43
28/12/2016;11697.28
29/12/2016;12135.67
30/12/2016;12159.93
31/12/2016;12291.95
01/01/2017;14479.65
02/01/2017;16512.84
03/01/2017;18103.05
04/01/2017;18888.32
05/01/2017;18841.9
06/01/2017;18656.5
07/01/2017;18241.02
08/01/2017;17736.39
09/01/2017;17645.01
10/01/2017;18287.07
11/01/2017;20720.5
12/01/2017;22836.87
13/01/2017;23766.3
14/01/2017;23815.48
15/01/2017;23422.81
16/01/2017;23080.56
17/01/2017;22351.41
18/01/2017;21580.11
19/01/2017;20910.78
20/01/2017;20483.27
21/01/2017;19775.67
22/01/2017;18934.77
23/01/2017;18149.01
24/01/2017;17599.37
25/01/2017;17280.7
26/01/2017;17235.29
27/01/2017;17417.1
28/01/2017;18103.05
29/01/2017;19494.36
30/01/2017;20673
31/01/2017;21006.07
01/02/2017;20958.41
02/02/2017;20199.49
03/02/2017;19167.45
04/02/2017;18103.05
05/02/2017;17235.29
06/02/2017;17144.57
07/02/2017;18425.39
08/02/2017;19167.45
